Id_Tabla,Levdireccion,Levdirnum,Levpropietario,Levtelefono,Lev_Sticker,Levnombreestablecimiento,DistanciaEnMetros,Match
576,97%,94%,52%,0%,0%,94%,9,1
577,77%,76%,50%,0%,0%,56%,2,1
578,88%,80%,58%,0%,0%,50%,1,1
579,74%,95%,48%,0%,0%,92%,5,1
580,80%,78%,45%,0%,0%,100%,7,1
581,92%,94%,57%,0%,0%,100%,13,1
582,92%,79%,85%,0%,100%,50%,33,1
583,90%,92%,29%,0%,0%,100%,13,1
584,96%,100%,54%,100%,0%,100%,3,1
585,97%,94%,46%,0%,0%,42%,,1
586,78%,76%,56%,0%,0%,77%,8,1
587,93%,94%,52%,0%,0%,50%,20,1
588,91%,93%,47%,0%,0%,47%,,1
589,79%,89%,59%,0%,0%,53%,,1
590,97%,94%,46%,0%,0%,61%,9,1
591,93%,93%,51%,0%,0%,35%,5,1
592,83%,94%,57%,0%,0%,100%,12,1
593,100%,93%,70%,0%,0%,29%,,1
594,89%,94%,62%,0%,0%,69%,3,1
595,70%,82%,51%,0%,0%,95%,22,1
596,93%,86%,53%,0%,0%,100%,,1
597,93%,94%,76%,0%,0%,43%,10,1
598,97%,93%,54%,0%,0%,94%,14,1
599,100%,100%,52%,0%,0%,100%,,1
600,93%,94%,53%,0%,0%,55%,45,1
601,85%,62%,52%,0%,0%,100%,9,1
602,100%,100%,65%,0%,0%,0%,,1
603,100%,93%,46%,0%,0%,70%,,1
604,81%,90%,42%,0%,0%,78%,1,1
605,79%,100%,43%,0%,100%,100%,,1
606,96%,93%,44%,0%,0%,59%,6,1
607,100%,93%,56%,0%,100%,78%,8,1
608,82%,100%,38%,0%,0%,79%,,1
609,76%,74%,43%,0%,100%,100%,,1
610,85%,95%,49%,0%,0%,100%,33,1
611,100%,100%,56%,0%,0%,100%,25,1
612,100%,100%,56%,0%,0%,53%,1,1
613,61%,54%,40%,0%,0%,100%,45,1
614,100%,100%,51%,0%,0%,52%,,1
615,97%,100%,49%,0%,0%,83%,,1
616,100%,92%,44%,0%,0%,53%,,1
617,100%,100%,56%,0%,100%,100%,1,1
618,100%,93%,57%,0%,0%,100%,3,1
619,100%,92%,52%,0%,0%,65%,21,1
620,90%,77%,53%,0%,0%,58%,27,1
621,94%,100%,49%,0%,0%,60%,17,1
622,78%,86%,61%,0%,0%,78%,12,1
623,92%,94%,57%,0%,0%,53%,20,1
624,93%,94%,48%,0%,0%,60%,13,1
625,78%,90%,44%,0%,0%,71%,12,1
626,100%,100%,0%,0%,0%,100%,38,1
627,91%,80%,48%,0%,0%,100%,7,1
628,80%,80%,48%,0%,0%,100%,,1
629,96%,92%,52%,0%,0%,60%,8,1
630,81%,82%,48%,0%,0%,80%,13,1
631,96%,94%,38%,0%,0%,96%,4,1
632,95%,94%,55%,0%,0%,82%,6,1
633,91%,95%,47%,0%,0%,57%,29,1
634,74%,78%,38%,0%,0%,100%,15,1
635,100%,94%,52%,0%,0%,46%,14,1
636,80%,80%,38%,0%,100%,91%,14,1
637,92%,92%,63%,0%,100%,78%,,1
638,100%,100%,59%,0%,0%,79%,,1
639,93%,94%,58%,0%,0%,0%,,1
640,82%,84%,43%,0%,0%,100%,,1
641,97%,100%,49%,0%,100%,42%,15,1
642,84%,64%,62%,0%,100%,100%,39,1
643,92%,87%,45%,0%,0%,42%,9,1
644,88%,100%,49%,0%,0%,88%,1,1
645,95%,93%,50%,0%,0%,100%,15,1
646,100%,100%,58%,0%,0%,100%,,1
647,85%,86%,45%,100%,0%,60%,,1
648,100%,100%,53%,0%,0%,96%,6,1
649,100%,100%,46%,0%,100%,59%,38,1
650,96%,89%,39%,0%,0%,91%,10,1
651,97%,94%,80%,0%,100%,56%,28,1
652,95%,87%,52%,0%,0%,71%,12,1
653,64%,57%,55%,0%,100%,95%,24,1
654,91%,88%,56%,0%,0%,59%,15,1
655,70%,100%,48%,0%,0%,8%,17,1
656,100%,91%,58%,100%,0%,45%,7,1
657,89%,87%,47%,0%,0%,57%,40,1
658,100%,100%,55%,0%,0%,100%,3,1
659,60%,61%,41%,0%,100%,58%,5,1
660,94%,100%,57%,0%,0%,100%,5,1
661,100%,100%,46%,0%,0%,45%,1,1
662,78%,80%,53%,0%,0%,87%,,1
663,97%,100%,55%,0%,100%,61%,1,1
664,100%,92%,50%,0%,0%,36%,,1
665,97%,92%,55%,0%,0%,48%,14,1
666,92%,88%,50%,0%,0%,100%,10,1
667,90%,79%,50%,0%,0%,73%,18,1
668,100%,100%,50%,0%,0%,42%,1,1
669,100%,92%,55%,0%,100%,85%,10,1
670,62%,75%,55%,0%,0%,52%,4,1
671,92%,87%,50%,0%,100%,54%,8,1
672,81%,82%,61%,0%,100%,100%,,1
673,92%,87%,46%,0%,0%,92%,12,1
674,100%,100%,50%,0%,0%,87%,,1
675,80%,80%,48%,0%,0%,42%,,1
676,100%,92%,60%,0%,0%,56%,3,1
677,96%,93%,59%,0%,0%,53%,8,1
678,89%,100%,48%,0%,0%,44%,24,1
679,100%,93%,56%,0%,0%,61%,,1
680,84%,81%,48%,0%,0%,76%,14,1
681,70%,85%,36%,0%,0%,46%,27,1
682,87%,89%,62%,0%,0%,38%,1,1
683,88%,93%,60%,0%,0%,100%,45,1
684,89%,82%,55%,0%,0%,88%,12,1
685,96%,100%,54%,0%,0%,40%,,1
686,74%,71%,51%,0%,0%,96%,1,1
687,100%,100%,47%,0%,0%,56%,,1
688,72%,67%,58%,0%,0%,100%,7,1
689,100%,92%,50%,0%,100%,52%,1,1
690,100%,100%,53%,0%,100%,87%,,1
691,95%,94%,29%,0%,100%,100%,44,1
692,100%,93%,49%,0%,0%,68%,,1
693,80%,80%,56%,0%,100%,100%,,1
694,90%,77%,57%,0%,0%,75%,13,1
695,63%,58%,52%,0%,100%,100%,14,1
696,95%,85%,44%,0%,0%,83%,1,1
697,86%,82%,37%,0%,0%,100%,1,1
698,72%,93%,61%,0%,100%,43%,9,1
699,97%,93%,55%,0%,0%,50%,11,1
700,95%,85%,47%,0%,0%,75%,13,1
701,77%,88%,54%,0%,0%,73%,,1
702,63%,61%,54%,0%,100%,100%,15,1
703,80%,84%,0%,0%,0%,47%,12,1
704,75%,82%,48%,0%,0%,100%,31,1
705,86%,81%,55%,0%,0%,67%,9,1
706,94%,87%,43%,0%,0%,50%,13,1
707,92%,87%,58%,0%,0%,74%,16,1
708,85%,100%,46%,0%,0%,50%,23,1
709,97%,100%,58%,0%,0%,56%,4,1
710,100%,100%,44%,0%,0%,59%,,1
711,100%,100%,44%,0%,0%,52%,,1
712,94%,100%,59%,0%,0%,100%,16,1
713,89%,82%,64%,0%,100%,88%,,1
714,97%,87%,48%,0%,0%,67%,26,1
715,96%,100%,54%,0%,0%,45%,,1
716,96%,85%,53%,0%,0%,41%,38,1
717,94%,88%,60%,0%,0%,50%,2,1
718,87%,89%,40%,0%,0%,91%,11,1
719,91%,88%,54%,0%,0%,100%,3,1
720,80%,82%,36%,0%,0%,55%,,1
721,95%,87%,50%,0%,0%,100%,2,1
722,93%,90%,41%,0%,0%,100%,4,1
723,89%,94%,54%,0%,0%,100%,12,1
724,100%,100%,48%,0%,0%,45%,,1
725,90%,89%,46%,0%,0%,62%,30,1
726,78%,79%,52%,0%,0%,100%,,1
727,97%,100%,41%,0%,0%,92%,23,1
728,96%,94%,33%,0%,0%,53%,,1
729,97%,94%,43%,0%,0%,63%,26,1
730,100%,100%,63%,0%,0%,100%,7,1
731,100%,100%,60%,0%,0%,100%,,1
732,100%,100%,55%,0%,0%,100%,1,1
733,80%,100%,53%,0%,0%,42%,42,1
734,97%,87%,52%,0%,0%,55%,13,1
735,96%,100%,0%,0%,0%,48%,,1
736,100%,100%,53%,0%,0%,70%,5,1
737,87%,93%,37%,0%,0%,88%,,1
738,69%,70%,52%,0%,0%,81%,11,1
739,80%,89%,41%,0%,0%,36%,20,1
740,100%,93%,36%,0%,0%,100%,,1
741,84%,83%,48%,0%,100%,78%,8,1
742,96%,100%,44%,0%,0%,45%,10,1
743,88%,100%,46%,0%,0%,53%,19,1
744,81%,75%,58%,0%,0%,50%,15,1
745,100%,93%,44%,0%,0%,97%,,1
746,100%,92%,54%,0%,0%,64%,,1
747,97%,100%,45%,0%,0%,40%,6,1
748,72%,62%,53%,100%,100%,69%,2,1
749,100%,100%,49%,0%,0%,100%,,1
750,96%,93%,52%,0%,0%,50%,12,1
751,96%,93%,57%,0%,0%,42%,37,1
752,100%,100%,53%,0%,0%,100%,,1
753,86%,100%,58%,0%,0%,59%,1,1
754,96%,100%,46%,0%,0%,84%,25,1
755,89%,100%,0%,0%,0%,100%,6,1
756,94%,93%,47%,0%,0%,45%,,1
757,88%,100%,42%,0%,100%,100%,7,1
758,96%,100%,50%,0%,0%,60%,4,1
759,93%,86%,54%,0%,0%,58%,8,1
760,61%,67%,63%,0%,0%,58%,15,1
761,100%,93%,54%,0%,0%,56%,9,1
762,97%,100%,54%,0%,100%,100%,12,1
763,92%,93%,52%,0%,0%,51%,24,1
764,97%,100%,50%,0%,0%,50%,,1
765,93%,87%,67%,0%,0%,42%,24,1
766,93%,93%,82%,0%,0%,50%,1,1
767,100%,93%,48%,0%,0%,100%,10,1
768,96%,93%,67%,0%,0%,71%,,1
769,94%,100%,40%,0%,0%,38%,,1
770,97%,93%,58%,0%,0%,100%,4,1
771,96%,93%,0%,0%,0%,50%,9,1
772,100%,93%,51%,0%,0%,47%,,1
773,100%,100%,47%,0%,0%,0%,6,1
774,74%,83%,53%,0%,0%,100%,17,1
775,96%,100%,55%,0%,0%,60%,,1
776,72%,94%,57%,0%,0%,90%,8,1
777,100%,93%,53%,0%,0%,100%,9,1
778,84%,92%,43%,0%,0%,100%,,1
779,67%,67%,53%,0%,0%,40%,19,1
780,96%,93%,61%,0%,0%,100%,,1
781,100%,93%,53%,0%,0%,89%,2,1
782,96%,93%,56%,100%,0%,50%,,1
783,100%,100%,50%,0%,0%,100%,,1
784,100%,93%,50%,0%,100%,60%,,1
785,97%,100%,65%,0%,0%,22%,7,1
786,93%,88%,42%,0%,0%,100%,42,1
787,76%,90%,44%,0%,0%,94%,,1
788,100%,100%,57%,0%,0%,43%,,1
789,74%,81%,63%,0%,0%,100%,27,1
790,92%,100%,57%,0%,0%,57%,5,1
791,90%,85%,55%,0%,0%,59%,12,1
792,80%,82%,59%,0%,0%,90%,,1
793,83%,82%,53%,0%,0%,100%,,1
794,91%,100%,67%,0%,0%,95%,16,1
795,95%,94%,43%,0%,0%,100%,5,1
796,100%,100%,41%,0%,0%,100%,,1
797,100%,93%,46%,0%,100%,100%,,1
798,100%,100%,40%,0%,0%,52%,,1
799,91%,100%,55%,0%,0%,100%,,1
800,96%,92%,50%,0%,0%,50%,,1
801,96%,93%,46%,0%,0%,80%,,1
802,93%,93%,53%,0%,0%,84%,1,1
803,88%,87%,52%,0%,0%,100%,27,1
804,96%,93%,39%,0%,0%,57%,25,1
805,96%,93%,63%,100%,0%,100%,22,1
806,100%,93%,52%,0%,0%,59%,44,1
807,93%,93%,60%,0%,0%,100%,1,1
808,100%,100%,37%,0%,0%,86%,1,1
809,88%,93%,53%,0%,0%,100%,,1
810,94%,94%,49%,0%,100%,43%,5,1
811,96%,93%,52%,0%,0%,0%,,1
812,100%,100%,51%,0%,0%,56%,,1
813,87%,100%,40%,0%,0%,91%,14,1
814,96%,100%,52%,0%,0%,60%,1,1
815,67%,84%,56%,0%,0%,100%,16,1
816,91%,100%,51%,0%,0%,52%,,1
817,93%,100%,52%,0%,0%,50%,1,1
818,80%,82%,52%,0%,100%,100%,,1
819,100%,100%,47%,0%,0%,93%,,1
820,73%,93%,50%,0%,0%,54%,,1
821,78%,100%,55%,0%,100%,56%,,1
822,81%,89%,45%,0%,0%,100%,,1
823,91%,75%,60%,0%,0%,72%,5,1
824,97%,94%,55%,0%,0%,90%,1,1
825,100%,100%,62%,0%,0%,41%,5,1
826,100%,93%,54%,0%,0%,100%,,1
827,84%,80%,85%,0%,100%,58%,20,1
828,100%,100%,83%,0%,0%,43%,6,1
829,100%,92%,57%,0%,0%,57%,,1
830,96%,100%,49%,0%,0%,72%,1,1
831,82%,87%,52%,0%,0%,81%,10,1
832,94%,100%,48%,0%,0%,57%,14,1
833,100%,93%,71%,0%,0%,0%,,1
834,100%,100%,39%,0%,0%,100%,,1
835,100%,100%,50%,0%,0%,43%,11,1
836,92%,93%,57%,0%,0%,38%,44,1
837,80%,78%,40%,0%,100%,100%,1,1
838,91%,100%,44%,0%,0%,100%,20,1
839,97%,92%,49%,0%,0%,48%,17,1
840,76%,89%,48%,0%,0%,87%,,1
841,100%,100%,43%,0%,100%,98%,,1
842,100%,93%,53%,0%,0%,100%,20,1
843,95%,90%,43%,0%,0%,33%,1,1
844,81%,82%,49%,0%,0%,74%,,1
845,94%,93%,54%,0%,0%,46%,25,1
846,100%,93%,54%,0%,0%,92%,,1
847,97%,94%,42%,0%,0%,48%,12,1
848,81%,89%,46%,0%,0%,100%,1,1
849,91%,92%,46%,0%,0%,100%,14,1
850,75%,73%,41%,0%,0%,100%,44,1
851,95%,87%,52%,0%,0%,64%,9,1
852,97%,94%,43%,0%,0%,70%,5,1
853,77%,79%,44%,0%,0%,86%,35,1
854,94%,96%,39%,0%,0%,57%,1,1
855,81%,83%,51%,0%,0%,100%,10,1
856,95%,94%,56%,0%,0%,59%,14,1
857,100%,100%,50%,0%,0%,48%,1,1
858,88%,90%,47%,0%,0%,87%,14,1
859,100%,100%,57%,0%,0%,71%,4,1
860,91%,100%,43%,0%,0%,72%,13,1
861,92%,86%,45%,0%,100%,100%,31,1
862,100%,93%,49%,0%,0%,100%,5,1
863,88%,88%,43%,0%,100%,56%,4,1
864,80%,88%,28%,0%,0%,62%,,1
865,96%,95%,40%,0%,0%,44%,34,1
866,97%,94%,61%,0%,0%,44%,29,1
867,93%,100%,51%,0%,0%,14%,,1
868,100%,100%,53%,0%,0%,85%,,1
869,100%,100%,36%,0%,0%,70%,13,1
870,97%,100%,45%,0%,100%,53%,1,1
871,92%,100%,36%,0%,0%,100%,11,1
872,96%,100%,54%,0%,0%,42%,,1
873,97%,94%,42%,0%,0%,55%,16,1
874,100%,100%,45%,0%,0%,48%,,1
875,81%,80%,51%,0%,0%,98%,,1
876,95%,94%,100%,0%,0%,100%,11,1
877,100%,100%,52%,0%,0%,52%,5,1
878,97%,93%,45%,0%,0%,90%,,1
879,92%,100%,58%,0%,0%,0%,45,1
880,81%,90%,47%,0%,0%,69%,10,1
881,97%,94%,61%,0%,0%,50%,12,1
882,100%,100%,39%,0%,0%,64%,,1
883,89%,100%,43%,0%,0%,71%,,1
884,78%,83%,47%,0%,0%,96%,8,1
885,93%,100%,44%,0%,0%,66%,27,1
886,100%,93%,54%,0%,0%,79%,6,1
887,100%,93%,50%,0%,0%,42%,,1
888,94%,89%,55%,0%,0%,50%,8,1
889,87%,94%,52%,0%,0%,53%,5,1
890,96%,100%,53%,0%,100%,97%,28,1
891,100%,93%,49%,0%,0%,53%,23,1
892,100%,93%,63%,0%,0%,0%,7,1
893,65%,73%,51%,0%,0%,65%,6,1
894,95%,93%,42%,0%,0%,100%,,1
895,94%,100%,50%,0%,0%,84%,,1
896,100%,100%,46%,0%,0%,67%,,1
897,89%,94%,44%,0%,0%,61%,18,1
898,100%,93%,54%,0%,0%,100%,,1
899,88%,80%,51%,0%,0%,100%,9,1
900,86%,94%,41%,0%,0%,90%,42,1
901,81%,89%,41%,0%,0%,77%,7,1
902,100%,100%,49%,0%,0%,0%,,1
903,100%,93%,64%,0%,0%,0%,4,1
904,100%,94%,42%,0%,0%,82%,2,1
905,100%,93%,62%,0%,100%,0%,,1
906,85%,89%,50%,0%,0%,90%,26,1
907,73%,93%,67%,0%,100%,80%,,1
908,78%,83%,51%,0%,0%,100%,2,1
909,96%,94%,50%,0%,0%,30%,19,1
910,96%,100%,46%,0%,100%,100%,,1
911,96%,94%,48%,0%,0%,53%,3,1
912,86%,100%,46%,0%,0%,86%,5,1
913,84%,89%,43%,0%,0%,88%,,1
914,100%,100%,52%,0%,0%,41%,44,1
915,78%,83%,42%,0%,100%,50%,4,1
916,100%,100%,59%,0%,0%,100%,,1
917,95%,94%,42%,0%,0%,100%,20,1
918,90%,88%,56%,0%,0%,50%,12,1
919,93%,94%,55%,0%,0%,100%,6,1
920,100%,100%,54%,0%,0%,100%,,1
921,85%,90%,49%,0%,100%,76%,19,1
922,100%,100%,50%,0%,0%,52%,,1
923,94%,86%,44%,0%,0%,79%,22,1
924,100%,100%,48%,0%,100%,55%,13,1
925,100%,100%,49%,0%,0%,79%,,1
926,92%,91%,58%,0%,100%,43%,,1
927,100%,100%,42%,100%,0%,89%,,1
928,95%,100%,48%,0%,100%,83%,12,1
929,96%,94%,56%,0%,0%,97%,16,1
930,100%,100%,60%,0%,0%,43%,29,1
931,96%,100%,57%,0%,0%,67%,14,1
932,100%,100%,52%,0%,100%,100%,4,1
933,96%,94%,59%,0%,0%,63%,,1
934,96%,100%,56%,0%,0%,77%,2,1
935,100%,88%,45%,0%,0%,100%,4,1
936,93%,94%,45%,0%,0%,100%,,1
937,60%,67%,45%,0%,0%,93%,7,1
938,91%,88%,48%,0%,100%,82%,5,1
939,96%,94%,57%,0%,0%,93%,6,1
940,100%,100%,49%,0%,0%,0%,,1
941,68%,67%,52%,0%,0%,90%,19,1
942,96%,100%,47%,0%,0%,100%,,1
943,96%,88%,50%,0%,100%,0%,,1
944,96%,88%,60%,0%,0%,100%,7,1
945,100%,100%,49%,0%,0%,100%,,1
946,100%,100%,45%,0%,0%,81%,,1
947,93%,88%,52%,0%,0%,59%,9,1
948,84%,89%,36%,0%,0%,96%,,1
949,81%,84%,61%,0%,0%,100%,10,1
950,100%,94%,60%,0%,0%,84%,1,1
951,87%,100%,55%,0%,0%,38%,29,1
952,100%,100%,41%,0%,0%,90%,2,1
953,100%,100%,57%,0%,0%,100%,11,1
954,100%,100%,43%,0%,100%,94%,1,1
955,100%,100%,51%,0%,0%,52%,,1
956,93%,94%,54%,0%,100%,78%,8,1
957,92%,96%,41%,0%,0%,90%,,1
958,58%,53%,59%,100%,0%,44%,39,1
959,96%,100%,30%,0%,0%,67%,,1
960,93%,88%,61%,0%,0%,35%,2,1
961,76%,82%,57%,0%,0%,100%,28,1
962,79%,87%,41%,0%,0%,93%,10,1
963,97%,94%,53%,0%,100%,100%,2,1
964,92%,94%,34%,0%,0%,56%,4,1
965,55%,64%,46%,0%,100%,100%,5,1
966,100%,93%,100%,0%,100%,80%,1,1
967,100%,94%,52%,0%,0%,96%,,1
968,94%,88%,62%,0%,0%,80%,13,1
969,80%,84%,75%,0%,0%,0%,22,1
970,100%,100%,48%,100%,0%,45%,1,1
971,92%,94%,47%,0%,0%,95%,10,1
972,80%,89%,46%,0%,0%,100%,13,1
973,90%,94%,56%,0%,0%,48%,33,1
974,100%,100%,57%,0%,0%,70%,6,1
975,90%,94%,50%,0%,0%,68%,34,1
976,100%,100%,39%,0%,100%,53%,1,1
977,95%,94%,48%,0%,0%,81%,16,1
978,100%,100%,52%,0%,0%,100%,1,1
979,100%,100%,32%,0%,0%,3%,8,1
980,92%,100%,65%,0%,0%,100%,14,1
981,95%,100%,46%,0%,0%,64%,14,1
982,100%,100%,48%,0%,0%,71%,,1
983,100%,100%,59%,0%,0%,100%,18,1
984,96%,94%,61%,0%,0%,55%,9,1
985,96%,100%,28%,0%,0%,50%,6,1
986,95%,94%,52%,0%,100%,82%,4,1
987,68%,74%,51%,0%,100%,53%,,1
988,91%,87%,79%,0%,0%,42%,2,1
989,96%,100%,52%,0%,0%,0%,,1
990,96%,100%,49%,0%,100%,100%,2,1
991,100%,100%,49%,0%,0%,100%,,1
992,92%,100%,55%,0%,0%,42%,1,1
993,76%,89%,47%,0%,0%,97%,34,1
994,80%,89%,43%,0%,0%,90%,2,1
995,70%,77%,43%,0%,0%,70%,34,1
996,76%,78%,41%,0%,100%,100%,,1
997,96%,93%,49%,0%,0%,46%,14,1
998,100%,96%,44%,0%,0%,68%,,1
999,64%,78%,54%,0%,0%,95%,30,1
1000,76%,93%,55%,0%,0%,46%,,1
1001,95%,87%,46%,0%,100%,100%,8,1
1002,76%,93%,53%,0%,0%,100%,1,1
1003,97%,93%,47%,0%,100%,50%,9,1
1004,100%,100%,45%,0%,0%,100%,1,1
1005,81%,90%,0%,0%,0%,96%,24,1
1006,68%,71%,37%,0%,100%,81%,23,1
1007,64%,63%,50%,0%,100%,95%,6,1
1008,93%,100%,49%,0%,100%,63%,8,1
1009,84%,82%,54%,0%,0%,100%,,1
1010,100%,93%,54%,0%,0%,59%,4,1
1011,100%,100%,28%,100%,0%,89%,,1
1012,100%,92%,59%,0%,100%,97%,,1
1013,92%,82%,55%,0%,0%,84%,4,1
1014,95%,94%,42%,0%,0%,76%,8,1
1015,96%,94%,42%,0%,0%,86%,2,1
1016,94%,96%,52%,0%,100%,42%,,1
1017,100%,100%,50%,0%,0%,100%,23,1
1018,94%,93%,52%,0%,100%,60%,6,1
1019,100%,96%,64%,0%,0%,100%,,1
1020,93%,94%,67%,0%,0%,100%,16,1
1021,97%,93%,53%,0%,0%,44%,29,1
1022,90%,88%,54%,0%,0%,58%,15,1
1023,75%,100%,59%,0%,0%,81%,,1
1024,90%,94%,63%,0%,0%,31%,16,1
1025,93%,88%,49%,0%,0%,100%,2,1
1026,100%,94%,65%,100%,0%,100%,2,1
1027,100%,93%,53%,0%,0%,89%,,1
1028,90%,100%,47%,0%,0%,57%,5,1
1029,93%,93%,53%,0%,0%,57%,16,1
1030,81%,77%,81%,0%,0%,73%,9,1
1031,100%,100%,37%,0%,0%,0%,,1
1032,93%,94%,68%,0%,0%,92%,7,1
1033,87%,77%,58%,0%,0%,91%,,1
1034,71%,92%,47%,0%,0%,69%,9,1
1035,88%,85%,48%,0%,0%,100%,22,1
1036,93%,100%,50%,0%,0%,0%,41,1
1037,90%,94%,57%,0%,0%,60%,,1
1038,100%,94%,50%,0%,100%,41%,,1
1039,100%,94%,55%,0%,0%,64%,,1
1040,100%,100%,48%,0%,0%,76%,8,1
1041,92%,100%,54%,0%,0%,57%,13,1
1042,97%,95%,48%,0%,0%,70%,40,1
1043,63%,80%,53%,0%,100%,54%,9,1
1044,93%,94%,50%,0%,0%,100%,,1
1045,100%,94%,52%,0%,0%,73%,3,1
1046,95%,87%,43%,0%,0%,100%,2,1
1047,46%,91%,67%,0%,0%,50%,29,1
1048,91%,93%,47%,0%,0%,100%,19,1
1049,59%,61%,54%,0%,0%,71%,32,1
1050,92%,94%,61%,0%,0%,50%,12,1
1051,100%,100%,50%,100%,0%,89%,3,1
1052,97%,94%,46%,0%,0%,44%,24,1
1053,90%,100%,68%,0%,0%,50%,21,1
1054,81%,82%,57%,0%,0%,45%,,1
1055,78%,83%,58%,0%,0%,72%,5,1
1056,85%,93%,52%,0%,100%,87%,4,1
1057,90%,86%,56%,0%,100%,82%,13,1
1058,88%,88%,54%,0%,100%,48%,14,1
1059,100%,100%,50%,0%,0%,100%,10,1
1060,92%,100%,46%,100%,0%,61%,29,1
1061,97%,90%,42%,0%,0%,71%,,1
1062,93%,94%,50%,0%,0%,100%,8,1
1063,95%,87%,59%,0%,0%,40%,7,1
1064,93%,100%,47%,0%,100%,91%,,1
1065,100%,100%,43%,0%,0%,46%,,1
1066,93%,100%,45%,0%,0%,92%,1,1
1067,96%,100%,46%,0%,0%,0%,1,1
1068,83%,90%,57%,0%,0%,65%,2,1
1069,86%,73%,53%,0%,0%,91%,6,1
1070,96%,100%,50%,0%,0%,48%,1,1
1071,93%,100%,59%,0%,0%,53%,32,1
1072,96%,100%,41%,0%,0%,87%,,1
1073,80%,82%,56%,0%,0%,100%,,1
1074,76%,81%,44%,0%,0%,92%,2,1
1075,97%,93%,63%,0%,0%,75%,,1
1076,97%,94%,50%,0%,0%,52%,45,1
1077,93%,94%,56%,0%,0%,63%,5,1
1078,100%,100%,52%,0%,100%,60%,1,1
1079,95%,100%,41%,0%,0%,82%,,1
1080,96%,100%,47%,0%,0%,67%,,1
1081,96%,93%,63%,100%,0%,61%,20,1
1082,94%,90%,38%,0%,0%,100%,1,1
1083,94%,94%,52%,0%,0%,69%,34,1
1084,96%,92%,55%,0%,0%,92%,15,1
1085,89%,93%,50%,0%,0%,50%,,1
1086,100%,92%,40%,0%,0%,56%,15,1
1087,100%,100%,37%,0%,0%,100%,16,1
1088,93%,100%,59%,0%,0%,46%,,1
1089,96%,93%,47%,0%,0%,63%,5,1
1090,93%,88%,48%,0%,0%,73%,13,1
1091,100%,100%,49%,0%,100%,56%,1,1
1092,80%,82%,52%,0%,100%,84%,,1
1093,96%,100%,56%,0%,0%,42%,,1
1094,100%,100%,41%,100%,0%,40%,4,1
1095,94%,85%,60%,0%,100%,100%,15,1
1096,100%,100%,60%,0%,100%,58%,33,1
1097,79%,82%,46%,0%,0%,100%,8,1
1098,93%,100%,51%,0%,0%,96%,,1
1099,96%,94%,52%,0%,0%,50%,5,1
1100,100%,100%,40%,0%,0%,67%,1,1
1101,100%,100%,52%,0%,0%,53%,12,1
1102,79%,86%,50%,0%,0%,92%,,1
1103,92%,86%,55%,0%,0%,80%,16,1
1104,100%,93%,59%,0%,0%,91%,,1
1105,74%,82%,61%,0%,0%,100%,,1
1106,100%,100%,43%,0%,0%,100%,,1
1107,96%,81%,62%,0%,0%,50%,6,1
1108,93%,94%,50%,0%,0%,54%,33,1
1109,100%,100%,37%,0%,0%,100%,44,1
1110,100%,93%,39%,0%,0%,90%,,1
1111,100%,100%,63%,0%,0%,33%,1,1
1112,100%,100%,47%,0%,0%,63%,12,1
1113,93%,100%,56%,0%,0%,7%,20,1
1114,100%,100%,53%,0%,0%,43%,,1
1115,96%,94%,54%,0%,0%,70%,,1
1116,96%,94%,58%,0%,0%,11%,4,1
1117,93%,94%,56%,0%,0%,50%,,1
1118,100%,100%,50%,0%,0%,56%,8,1
1119,96%,93%,42%,0%,0%,48%,,1
1120,94%,93%,63%,0%,0%,92%,21,1
1121,94%,89%,55%,0%,0%,61%,2,1
1122,63%,61%,50%,0%,0%,100%,4,1
1123,96%,94%,57%,0%,0%,0%,6,1
1124,93%,88%,59%,0%,0%,90%,2,1
1125,100%,100%,49%,0%,0%,60%,12,1
1126,88%,100%,45%,0%,0%,83%,22,1
1127,94%,87%,47%,0%,0%,43%,14,1
1128,95%,93%,54%,0%,0%,58%,,1
1129,77%,88%,60%,0%,0%,64%,13,1
1130,92%,87%,52%,0%,0%,17%,39,1
1131,93%,100%,43%,0%,0%,70%,4,1
1132,93%,100%,50%,0%,0%,72%,,1
1133,89%,87%,54%,0%,100%,61%,11,1
1134,97%,100%,48%,0%,100%,0%,,1
1135,77%,94%,45%,0%,100%,100%,13,1
1136,93%,94%,55%,0%,0%,50%,23,1
1137,81%,89%,46%,100%,0%,50%,13,1
1138,100%,100%,43%,0%,0%,100%,,1
1139,100%,100%,50%,0%,0%,50%,1,1
1140,71%,78%,38%,0%,100%,95%,4,1
1141,59%,56%,58%,0%,100%,100%,30,1
1142,95%,86%,42%,0%,100%,50%,,1
1143,77%,100%,59%,0%,100%,58%,,1
1144,97%,93%,50%,0%,0%,100%,3,1
1145,100%,100%,42%,0%,100%,59%,7,1
1146,95%,94%,49%,0%,0%,69%,2,1
1147,100%,100%,60%,0%,0%,42%,,1
1148,100%,100%,44%,0%,0%,100%,,1
1149,96%,100%,50%,0%,0%,100%,7,1
1150,93%,100%,46%,0%,0%,81%,1,1
1151,69%,88%,57%,0%,0%,68%,14,1
1152,59%,63%,50%,0%,100%,100%,14,1
1153,89%,88%,48%,0%,0%,100%,,1
1154,100%,100%,40%,0%,0%,56%,,1
1155,96%,100%,56%,0%,0%,48%,,1
1156,93%,94%,37%,0%,0%,94%,1,1
